Company name;Org. no;Closure year;Currency;Num. of employees, stock company (pcs);EBITDA (k);Working capital (k);Distributable earnings (k);Turnover change (%);Changes in staff (%);Return on equity (%);Return on total assets (%);Liability interest (%);Risk buffer total assets (k);Return on Captial Employed (RoCE) (%)
VESTFORSYNING ERHVERV A/S;26350697;201912;DKK;100;3 244;147 009;365 303;-3,81;0;4,74;2,45;0,1;0;0,92
Expand Media Group International AB;5567514095;201912;SEK;142;11 522;39 473;41 659;8,15;-3,4;23,3;12,8;1,7;11,2;18,76
ALFA LAVAL NAKSKOV A/S;20533900;201912;DKK;100;4 199;-16 831;-4 565;24,07;0;10,37;3,92;8,11;0;40,18
Belid Lighting AB;5560390659;201912;SEK;159;11 367;55 993;58 679;-9,53;1,27;-10,7;-2,3;3;-5,4;-5,97
Dileb Holding AB;5591761316;201912;SEK;160;11 172;53 515;-28 438;0;0;-225,7;-4,8;5,9;-10,6;-6,92
DALOON A/S;30078616;201912;DKK;100;6 025;21 241;-20 549;-0,36;0;-34,85;-4,84;11,46;0;-127,48
The Chimney Pot Sverige AB;5566580667;201912;SEK;118;41 487;2 791;3 578;8,34;0;300,7;20,8;1,2;19,6;63,95
Sune Jansson Åkeri Aktiebolag;5561592006;201912;SEK;145;21 825;-14 646;23 549;4,75;-0,68;25;6,9;2,1;4,7;9,99
Midsummer AB;5566657838;201912;SEK;109;9 012;222 948;-58 203;0;0;-35,4;-6,2;5,4;-11,6;-6,9
JOE & THE JUICE NG AB;5569222705;201812;SEK;265;42 647;-100 506;10 884;19,54;107,03;49,4;10,7;8,4;2,2;73,62
Christer Steingruber Truckservice Aktiebolag;5564923349;201912;SEK;119;26 636;20 291;23 794;6,23;3,48;53,9;16,9;0,7;16,2;35,76
Sonova Audiological Care Denmark ApS;16753181;202003;DKK;100;6 158;20 456;24 369;7,72;0;-5,01;-2,24;1,09;0;-8,26
Krönleins Bryggeri Aktiebolag;5560007089;201908;SEK;104;-9 603;-7 950;16 213;4,14;-8,77;-73,6;-8,7;1,2;-9,9;-12,91
Varner Supply AB;5569641474;201912;SEK;101;57 834;-41 757;138 083;1,4;6,32;2,9;2;0,1;1,9;5,46
Nytida Resursteamet AB;5568272693;201912;SEK;184;54 415;24 643;21 432;7,5;9,52;160,1;49,9;0,1;49,8;233,74
FRANKS INTERNATIONAL AS;972421480;201912;NOK;157;-32 678;-44 349;-69 260;37,24;0;80,46;-14,55;-36,7;-25,51;39,64
Morakniv AB;5560350935;201912;SEK;155;13 403;33 234;52 214;4,33;9,15;5;3,2;0,3;2,9;7,01
EPOKE A/S;14125345;202002;DKK;100;20 988;93 374;96 658;-13,87;0;10,58;10,83;0,48;0;16,26
Aktiebolaget Furhoffs Rostfria;5560470071;201912;SEK;141;13 145;59 063;81 906;4,23;6,02;4,9;3,9;0;3,9;6,59
Ersta Sköndal Bräcke högskola AB;5566885280;201912;SEK;154;11 762;-5 193;31 969;4,1;-10,98;38,7;14,6;0;14,6;41,92
BAKEVERKET AS;992126191;201912;NOK;108;27 430;39 678;14 642;22,16;0;7,83;9,54;38,1;4,19;12,06
V-TAB Västerås AB;5562886308;201912;SEK;100;-38 177;11 685;40 449;-13,35;-3,85;-105,8;-33,5;0,1;-33,6;-105,55
GFAB sweden AB;5560817586;201912;SEK;137;9 580;28 624;81 153;-5,04;-13,29;-2,1;-0,3;1,4;-1,7;-0,35
LILLERØD BRUGSFORENING;14078118;201912;DKK;100;8 943;34 958;101 539;4,33;0;5,34;4,17;0,27;0;4,76
Nilsbuss Aktiebolag;5560462813;201912;SEK;166;28 018;-19 063;73 328;7,63;6,41;4,1;2;1,6;0,4;2,56
GEO;59781812;201912;DKK;100;21 196;37 180;105 137;-4,28;0;3,6;4;0,36;0;6,69
Blå Stjärnans Djursjukhus Aktiebolag;5565025193;201912;SEK;170;31 053;2 287;62 102;5,15;1,19;44,3;25;0,2;24,9;43,73
Spoon Publishing Aktiebolag;5565618989;201912;SEK;117;5 817;-37 986;612;3,43;1,74;-1 202,4;-4,1;1;-5;-302,12
JIMMAB FörvaltningsAktiebolag;5566186622;201909;SEK;102;60 168;19 442;221 892;-4,72;175,68;15,2;9;1,8;7,2;10,39
Solenis Sweden AB;5560717877;201909;SEK;102;31 707;-97 376;98 340;27,27;10,87;9,3;3,8;2;1,8;15,11
TELEPLAN HOLDING AS;916669569;201912;NOK;100;15 567;12 823;17 266;14,83;0;5,85;4,83;58,57;2,81;6,22
Nordic Camping & Resort AB;5566189873;201912;SEK;122;21 355;-147 195;80 881;13,84;-41,9;-13,2;-0,9;7,6;-8,5;7,62
Hasta Holding Aktiebolag;5564940186;201912;SEK;137;20 939;61 953;117 572;35,99;11,38;13,3;9,2;2,4;6,8;12,29
C.F. MØLLER DANMARK A/S;29244391;201912;DKK;200;12 705;66 395;52 813;-11,08;0;14,46;6,54;1,5;0;16,11
TACONIC BIOSCIENCES A/S;10504570;201912;DKK;100;15 221;-73 097;5 477;7,03;0;-27,9;-4,31;5,7;0;-29,22
Bontouch AB;5567384739;201912;SEK;114;34 202;68 760;66 351;41,74;15,15;49,9;33,3;0,1;33,2;49,92
Eterna Invest AB (publ);5568562697;201912;SEK;112;35 429;-15 530;-94 736;6,79;27,27;-20,8;-1,5;7,1;-8,7;-2,02
Element Metech AB;5560800210;201912;SEK;171;8 969;39 952;60 535;4,87;-1,16;9,7;6,4;2,5;3,8;11,82
MOMEK SERVICES AS;992198923;201912;NOK;126;12 481;19 364;19 830;-6,26;3,28;20,56;8,73;13,46;7,34;23,92
Skellefteå buss AB;5560412370;201912;SEK;185;20 135;7 692;18 588;0,46;2,21;-11,4;-1,9;1,8;-3,7;-7,45
Fredahl Rydéns AB;5569734758;201912;SEK;110;21 569;47 368;49 444;-4,95;-3,51;17,9;10,6;0,2;10,4;23,78
MD International AB (publ);5569340580;201912;SEK;134;-134 131;45 308;-707 042;71,74;59,52;-88,3;-55,8;3,6;-59,4;-68,77
Forspro Aktiebolag;5564677739;201912;SEK;152;20 348;23 710;127 414;14,83;-5;4,4;3,3;2,7;0,5;4,25
Eurofins Environment Testing Sweden AB;5560657958;201912;SEK;153;29 842;23 111;3 192;3,8;10,87;160,1;20,5;2,5;18;172,13
AGRAMKOW FLUID SYSTEMS A/S;12245599;201912;DKK;100;24 752;-81 838;51 710;-9,2;0;7,12;1,01;2,07;0;6,94
MARTINSEN STATSAUTORISERET REVISIONSPARTNERSELSKAB;32285201;201912;DKK;100;13 152;13 783;61 687;4,32;0;4,42;3,55;0,75;0;6,03
THEVIT AS;967661643;201912;NOK;189;4 606;-26 554;-13 098;27,83;17,39;-10,78;-4,61;42,39;-7,15;-7,24
SOPHIES MINDE ORTOPEDI AS;986116710;201912;NOK;110;13 852;25 005;22 125;2;1,85;12,88;11,64;71,28;8,25;15,27
ALF BREKKEN OG SØNNER AS;979686889;201812;NOK;126;-11 324;103 676;-33 098;21,94;26;-17,31;-5,91;-0,7;-8,52;-77,26
S Wood AB;5590820865;201812;SEK;138;7 001;21 210;2 899;58,53;305,88;100,1;2,1;0,5;1,6;7,87
LALANDIA A/S;27084303;201912;DKK;200;32 586;-23 503;117 480;0,24;0;9,19;7,37;0,54;0;17,59
JUNKYARD AS;971084995;201912;NOK;214;-62 497;99 763;-96 990;-21,31;0;-58,71;-43,6;75,58;-46,76;-57,69
O'learys Holding AB;5590431796;201912;SEK;116;35 929;49 705;-6 762;1,42;33,33;2,4;2,7;4,5;-1,9;3,49
Fyrvakten AB;5567355184;201912;SEK;101;27 573;28 558;121 823;18,4;20,24;55,9;29,5;1,2;28,3;35,14
AKTIESELSKABET BRYGGERIET VESTFYEN;37118311;201909;DKK;100;-21 082;-9 271;44 090;-3,11;0;-19,63;-10,47;1,11;0;-20,15
Precomp Solutions Aktiebolag (publ);5560742800;201912;SEK;150;2 809;-71 167;-16 482;-4,36;-3,85;-26,3;-1;3,5;-4,5;-1,76
FC NORDSJÆLLAND A/S;24257703;201912;DKK;200;33 102;54 828;109 944;35,21;0;33,13;21,32;0,53;0;31,57
SCHIBSTED NORGE SMB AS;980178986;201912;NOK;110;28 076;38 378;46 424;20,22;0;30,59;14,97;48,97;14,99;30,57
EWP Windtower Production AB;5565978813;201912;SEK;142;19 118;2 366;9 056;-6,64;-5,33;6,5;3,7;3,1;0,6;35,87
Renall AB;5564424876;201912;SEK;100;26 581;-14 209;1 614;32,67;28,21;26,5;6,6;1,1;5,6;12,51
Ekets Mekaniska Aktiebolag;5561703371;201812;SEK;140;12 561;-4 417;25 725;2,5;-4,11;19,1;6,6;2,3;4,4;11
Sören Thyr Aktiebolag;5563643989;201912;SEK;128;24 830;-24 308;47 130;3,71;11,3;1,4;1,4;1,4;0;1,32
Ekdahl Miljö AB;5569027807;201912;SEK;132;23 963;-19 480;23 983;5,64;3,94;7,6;2,8;1,6;1,2;3,8
Wise IT AB;5569195356;201912;SEK;192;1 268;-7 136;2 912;12,4;7,87;-13,8;-0,3;0;-0,3;-13,67
CMA Small Systems Aktiebolag;5562379247;201912;SEK;101;18 800;119 606;96 225;1,28;-11,4;26,3;18,4;0;18,4;26,28
LAKSEVÅG HOLDING AS;992131047;201912;NOK;101;10 468;3 607;-2 795;26,04;44,29;-1,41;2,56;11,4;-1,75;3,42
Ipsos AB;5566246954;201912;SEK;104;1 520;10 240;1 211;21,84;-9,57;-94;-2,3;1,9;-4,2;-27,65
pierre Billackering AB;5568447956;201912;SEK;162;21 259;-92 284;-1 865;28,11;18,25;12,8;4,8;3,8;1,1;87,01
Professional Consulting Sweden AB;5567018345;201912;SEK;478;53;343;243;-23,45;-16,87;14;0;0;0;15,45
Vitec Förvaltningssystem AB;5565912101;201912;SEK;115;39 078;20 538;20 538;3,05;-0,86;189,4;21,1;0;21,1;189,37
ASTRUP FEARNLEY CAPITAL MARKETS AS;921155182;201912;NOK;100;-61 831;125 306;-104 894;0;0;-43,08;-17,52;42,46;-18,86;-41,27
FRØY VEST AS;884150752;201912;NOK;101;53 373;32 425;37 498;15,94;4,12;11,08;10,09;25,06;6,91;11,8
REDMARK, STATSAUTORISERET REVISIONSPARTNERSELSKAB;29442789;201912;DKK;100;11 431;-9 493;47 125;2,71;0;10,13;5,14;1,54;0;7,66
Vänerhamn Aktiebolag;5564835071;201912;SEK;110;26 337;35 852;73 069;3,52;-0,9;9;6,8;0,1;6,7;12,58
Gårö Plåtprodukter AB;5563119774;201912;SEK;102;6 599;16 181;33 672;-0,29;-3,77;6,9;3,6;1,1;2,6;6,19
Visionalis AB;5565654307;201912;SEK;149;8 175;16 015;-8 332;4,34;2,05;-62,1;1,9;0,3;1,7;-0,64
OMNICOM MEDIA GROUP A/S;15106875;201912;DKK;100;23 969;39 540;36 035;1,28;0;49,56;6,64;6,74;0;51,38
Tranemo Prefab AB;5565021085;201912;SEK;145;21 757;39 552;-11 809;85,33;123,08;26,2;11,3;0,3;11;22,55
Willo AB;5560623828;201908;SEK;104;31 010;36 891;43 869;9,43;6,12;27,8;18,1;0,3;17,7;43,83
Willo Holding AB;5569499121;201908;SEK;105;36 104;45 270;115 874;9,43;6,06;19,9;14,1;0,6;13,5;18,15
Coor Norrland Lokalvård AB;5561802959;201912;SEK;445;21 010;67 154;13 308;-27,32;3,01;45,3;19;0,1;18,9;131,02
June Avfall och Miljö AB;5590891254;201912;SEK;104;19 745;8 085;-18;1,76;-10,34;-107;-3,7;0,8;-4,5;-88,45
SYMPHOGEN A/S;10013267;201912;DKK;100;-205 868;0;-1 243 582;-2,14;0;-169,21;-42,14;-0,47;0;43,95
SHL Group AB;5565309696;201912;SEK;100;7 239;181 517;192 013;-50,11;-0,99;2,3;2,4;2,9;-0,5;3,05
Outpost24 Holding AB;5591661193;201912;SEK;144;-14 111;-72 424;-257 140;28,06;12,5;2 855,7;-22,2;2,1;-24,4;-65,79
CWT Sverige AB;5562149848;201912;SEK;153;-10 429;33 281;33 790;-3,19;3,38;-39,2;-6,2;1,5;-7,6;-32,16
Västbo Transport Aktiebolag;5560951385;201904;SEK;156;24 986;-6 845;38 113;8,96;1,3;10,3;4,6;0,5;4,1;8,11
BRITANNIA HOTEL AS;916775962;201912;NOK;267;-67 471;-18 148;-121 318;0;2 866,67;-47,25;-29,67;60,81;-30,17;-48,79
Nobeli Business Support Aktiebolag;5560163247;201912;SEK;139;5 946;37 947;71 514;-4,78;-1,42;1,3;0,8;0;0,8;1,49
GALLUP A/S;11945198;201912;DKK;200;44 554;2 137;28 954;1,28;0;31,98;12,13;5,12;0;96,63
Unilever Produktion AB;5560382573;201812;SEK;161;25 443;-4 697;45 999;1,36;2,55;10,2;5,6;0;5,6;23,33
FONDEN DANSK STANDARD;11733212;201912;DKK;100;405;99 368;89 459;3,69;0;5,64;4,8;0,31;0;-0,68
INTRUM A/S;10613779;201912;DKK;200;-135 925;40 994;-144 383;-8,32;0;-100,81;-61,53;28,37;0;-5 087,01
DP NORWAY AS;913169883;201912;NOK;200;-64 497;-8 772;-149 542;1,66;7,53;-32,1;-21,74;-44,43;-24,69;49,22
Tenhults Pressgjuteri Aktiebolag;5562295518;201908;SEK;108;12 090;-15 914;22 022;-9,84;-4,42;1,9;2;2,1;0;2,63
Nords International AB;5569506883;201912;SEK;108;20 522;49 569;57 161;-1,09;1,89;18,5;13,2;2,6;10,6;17,58
Industriverktyg IDG-Tools AB;5565301677;201912;SEK;104;15 701;42 920;64 005;-3,36;2,97;7,5;4,2;2,4;1,8;5,55
Goodbye Kansas Holding AB (publ);5569741993;201912;SEK;202;-83 195;-127 486;-176 756;-14,57;18,13;263,8;-37,1;4,8;-41,9;-99,49
Luleå Lokaltrafik Aktiebolag;5560426057;201912;SEK;165;3 893;-48 768;18 292;3,57;5,1;-28,8;-6,3;0,2;-6,6;-10,6
Miroi AB;5565352688;201712;SEK;238;-9 675;61 221;27 168;-19,83;-6,67;-55;-7,3;2,4;-9,7;-17,76
Meltwater Sweden AB;5566379821;201912;SEK;102;7 342;42 698;29 850;47,11;22,89;21,3;5,2;0,1;5,1;22,38
Semantix SpråkCentrum AB;5562728997;201912;SEK;127;-12 957;12 657;8 878;-21,63;-1,55;-75,5;-17,8;0,8;-18,6;-95,79
Nordlo Improve AB;5562719129;201912;SEK;112;38 778;53 562;25 027;6,24;14,29;61;33,1;0,3;32,8;123,6
SK SERVICE A/S;26863902;201912;DKK;100;-985;48 192;50 613;-5,21;0;4,5;0,81;1,04;0;-1,89
Arbetslivsresurs AR AB;5564485638;201912;SEK;252;-23 828;85 917;81 477;-70,68;-45,92;-27;-19,7;0,8;-20,5;-26,68
J.H. SCHULTZ INFORMATION A/S;89634814;201912;DKK;100;41 335;-24 247;-1 197;0,18;0;16,34;6,57;2,26;0;24,19
H Wirén Intressenter AB;5566591391;201906;SEK;106;14 911;13 494;93 669;-4,81;-6,19;0,4;1,2;2,2;-1;2,04
Kontek Lön AB;5560650318;201912;SEK;120;17 738;-3 225;76;13,18;13,21;25,7;9;0,1;9;46,47
Aktiebolaget Furuviksparken;5560349192;201912;SEK;122;27 472;-73 370;10 731;8,23;9,91;23,5;7,9;1,2;6,7;25,41
Business Sweden Business Support Office AB;5560368051;201912;SEK;102;5 790;63 163;3 391;15,64;12,09;5,8;2,5;0;2,5;5,85
Byggmästare S.A. Englund Aktiebolag;5564188679;201906;SEK;119;-18 753;-9 204;7 174;-25,05;-3,25;-151,7;-15,2;0,5;-15,8;-43,52
R-VENTURE AS;879447992;201912;NOK;129;-11 794;11 201;-118 054;51,95;118,64;-56,27;-12,89;52,22;-47,7;-24,55
VALTECH A/S;25293606;201912;DKK;100;12 148;61 844;77 951;0;0;8,56;9,49;0;0;13,49
Bäck installation AB;5565960738;201912;SEK;105;4 302;-34 579;12 061;-40,76;-22,22;23,2;2,9;1,1;1,7;8,2
STENA LINE DENMARK A/S;22050311;201912;DKK;200;14 749;51 118;91 618;4,53;0;0,69;0,8;0,14;0;0,86
Univar Solutions AB;5561146308;201912;SEK;133;19 448;34 819;52 041;-5,87;-6,99;14,3;7,3;1,6;5,8;12,24
Spisa Smaker AB;5563188324;201912;SEK;101;1 653;45 165;9 007;-0,18;-4,72;-144,1;-5,4;2,6;-7,9;-25,88
Stockholm Skavsta Flygplats AB;5562374313;201912;SEK;142;-2 717;-24 955;50 013;-3,1;5,97;48,3;22,5;0;22,5;47,12
Netigate Holding AB;5590665658;201912;SEK;121;-3 870;-40 621;-24 595;11,51;9,01;121,4;-16,8;1,1;-17,9;463,75
24SevenOffice Scandinavia AB;5591208870;201912;SEK;117;-15 370;-445;-281 852;34,9;98,31;-82,1;-18;3;-21;-37,63
DIN FORSYNING A/S;32661149;201912;DKK;200;-126;-7 009;9 573;2,65;0;0;0,24;3,46;0;-1,12
Blidösundsbolaget AB;5565334231;201912;SEK;161;2 884;-29 033;16 821;42,48;182,46;-3,3;-0,2;1,2;-1,4;-1,46
Hudya AB;5590770748;201912;SEK;287;-74 015;-171 394;-280 746;0;0;1 395,1;-34,9;6,2;-41,1;-69,38
TRIAX A/S;29119511;201912;DKK;100;-10 979;-38 977;-149 028;-14,24;0;-382,46;-9,13;-64,48;0;-18,47
Kinnegrip Aktiebolag;5562894500;201812;SEK;134;851;38 310;47 137;-3,99;7,2;-10,3;-3;2,4;-5,4;-4,65
FONDEN DIAKONISSEHUSET SANKT LUKAS STIFTELSEN;12125828;201912;DKK;200;4 887;103 452;294 193;5,17;0;2,58;2,53;0,05;0;0,91
INOM - Innovativ Omsorg i Sverige AB;5567396725;201912;SEK;108;62;-41 596;35 009;60,72;30,12;0;0;0;0;-0,21
Energinet Teknik og Anlæg A/S;37930393;201912;DKK;100;7 940;-45 296;20 667;-53,27;0;7,02;2,92;2,33;0;10,81
AALBORG ENERGIE TECHNIK A/S;18974347;201912;DKK;100;-54 911;57 178;-59 807;-56,26;0;-79,55;-22,92;3,06;0;-115,62
Norconsult A/S;77355413;201912;DKK;100;8 365;-15 140;34 257;18,49;0;4,67;2,72;1,02;0;6,37
Teknostäd Aktiebolag;5562414366;201906;SEK;330;19 885;54 536;131 451;11,66;-5,71;14,5;17,4;32,8;-15,4;20,54
SCHMIDT HAMMER LASSEN ARCHITECTS K/S;20728132;201912;DKK;100;-28 348;6 536;-24 494;-21,71;0;0;-29,62;8,17;0;-288,74
AKTIESELSKABET KRISTELIGT DAGBLAD;17725114;201912;DKK;100;3 069;-60 683;153 375;4,6;0;19;1,4;0,58;0;2,21
Arkvision AB;5564122157;201912;SEK;102;6 851;115 471;141 873;-34,08;2;-3,2;1,7;11;-9,3;2,09
Icehotel Aktiebolag;5562347426;201908;SEK;122;8 001;-18 769;34 370;-6,53;0,83;-0,9;0,5;1,9;-1,4;0,62
JS Associate AB;5569614141;201908;SEK;123;9 043;93 985;98 844;-64,42;-69,02;7,7;6;0,1;5,9;7,7
Data Ductus AB;5565042941;201912;SEK;200;13 751;52 832;16 594;-32,03;28,21;43;11,3;0,1;11,2;76,3
DBI PLASTICS A/S;12514379;201912;DKK;100;18 563;24 321;56 007;-13,38;0;10,95;5,52;1,43;0;11,35
FONDEN DBK;62523417;201912;DKK;100;22 447;-2 400;-11 206;-4,14;0;-1,84;-0,14;2,41;0;-3,58
LF Invest AB;5566493002;201912;SEK;105;14 835;6 161;58 612;0,73;-5,41;-0,4;0,5;0,9;-0,4;0,72
Clavister AB;5565461877;201912;SEK;124;-36 267;22 233;-59 407;12,57;-3,88;-814,2;-25,2;8,6;-33,8;-31,36
Ralph Lauren Scandinavia AB;5564318086;201903;SEK;122;20 380;26 972;17 146;0,09;1,67;12,7;3,1;0,1;3;12,97
TIBCO Software AB;5565933115;201911;SEK;110;11 944;65 561;48 923;13,53;26,44;16,7;8,1;0;8,1;19,82
DELTEK DANMARK A/S;13703973;201912;DKK;100;1 033;1 178;153 795;-52,21;0;-3,9;-0,87;0,52;0;-1,33
FORSIKRINGSAKADEMIET A/S;20733616;201912;DKK;100;15 837;-14 805;55 169;3,84;0;1,32;2,77;0,78;0;8,77
SVEJSEMASKINEFABRIKKEN MIGATRONIC A/S;34485216;202006;DKK;100;4 118;0;121 464;-62,04;0;-4,4;-2,42;0,55;0;-4,7
Econtive Hotell & Restaurang AB;5565554036;201912;SEK;110;19 233;68 608;159 251;4,34;0;13,4;11,8;0,1;11,8;13,39
Neo4j Sweden AB;5567131106;201812;SEK;105;-80 890;1 592;5 721;45,99;25;-1 286,5;-55,4;5,3;-60,7;-1 179,52
NS Invest AB;5590405576;201912;SEK;104;12 733;12 144;16 381;0;0;73,2;23,8;0,5;23,3;63,79
AALBORG VOGNMANDSFORRETNING A/S;34472459;201912;DKK;100;15 133;0;7 001;0,61;0;0,77;0,05;0;0;-
Krak A/S;18936984;201912;DKK;100;-28 720;-179 668;53 655;-14,33;0;-32,57;-11,25;2,01;0;-34,37
Minervaskolan i Umeå AB;5565735049;201912;SEK;117;7 010;-5 411;40 970;-0,29;2,63;-1,4;1,1;1,9;-0,9;1,17
AKOFS OFFSHORE AS;920243630;201912;USD;251;63 550;-97 261;-25 420;-5,54;91,6;-2,14;4,27;37,31;-1,62;8,19
NOA NOA A/S;60746214;201912;DKK;100;-9 913;56 270;-13 612;-29,72;0;-38,07;-16,01;3,11;0;-71,83
BIMobject AB;5568567696;201812;SEK;173;-87 605;262 794;-243 851;38,26;34,11;-32,6;-24,2;0,6;-24,8;-32,38
CORPORATER AS;981970160;201912;NOK;136;566;29 741;-2 328;5,03;-0,73;-3,77;-0,17;46,47;-3,72;-0,32
GRAM OG NYBØL GODSER A/S;38097512;201912;DKK;100;11 467;-26 160;20 303;20,27;0;1,24;3,32;1,3;0;6,07
Wise IT Konsult AB;5566050513;201912;SEK;116;372;63 231;63 106;5,91;-2,52;0,6;0,3;0;0,3;0,61
PHARMAKON A/S;10038839;201912;DKK;100;9 091;9 740;63 395;3,66;0;2,7;2,46;0,28;0;3,01
Uddevalla Omnibus Aktiebolag;5560646969;201912;SEK;118;14 071;14 729;4 275;3,36;2,61;-4,4;0;1,4;-1,4;-
Falck Global Assistance A/S;38049399;201912;DKK;100;9 120;-62 855;23 032;0,57;0;31,45;4,6;11,58;0;39,27
JULEMÆRKEFONDEN;38883410;201912;DKK;100;7 101;99 614;100 129;23,38;0;13,67;11;0,27;0;6,58
Technology Nexus Secured Business Solutions AB;5562580414;201912;SEK;142;-90 712;-128 220;46 719;14,5;2,9;-207,9;-34,6;1,7;-36,3;-103,47
TvNo Textilservice Aktiebolag;5561946152;201912;SEK;133;24 778;52 329;57 199;3,71;0,76;5,2;3,3;0;3,3;6,07
Fonden Danske Diakonhjem;39951940;201912;DKK;100;9 294;3 182;25 519;10,31;0;22,3;4,73;7,02;0;26,01
Fyrishov Aktiebolag;5563804524;201912;SEK;107;15 638;-4 561;28 955;7,15;9,18;-6,2;0;1;-1;0,26
SPAREBANK 1 SR-BANK FORRETNINGSPARTNER AS;990945748;201912;NOK;107;11 417;18 270;13 356;5,52;4,9;8,46;6,79;66,68;6,16;9,06
AB Parts & Paomees;5567025696;201906;SEK;117;23 513;-3 407;73 577;0,68;9,35;21,5;7,5;2,4;5;9,66
BLIVA Buss i Sverige AB;5568193329;201912;SEK;112;8 125;-6 546;225;9,8;7,69;-14,4;-3,2;0,7;-3,9;-8,75
EMG Holding AB;5591872980;201912;SEK;196;3 310;-1 218;-15 244;0;0;-6,1;-3,5;1,1;-4,7;-4,25
FC MIDTJYLLAND A/S;31576156;201906;DKK;200;131 681;54 842;231 386;11,04;0;41,75;26,18;0,65;0;44,45
HAUGALAND BRANN OG REDNING IKS;819585822;201912;NOK;313;8 639;7 480;17 320;2 815,67;0;15,73;5,23;29,74;5,23;17,59
E. D. P. Consult Aktiebolag;5562260199;201912;SEK;124;-479;-18 633;-2 367;1,92;10,71;5,4;0,3;0,2;0,1;2,37
SKALLERUP SEASIDE RESORT A/S;64432818;201912;DKK;100;22 945;-21 907;117 985;4,81;0;5,6;5,56;0,38;0;10,27
VINGSTED HOTEL & KONFERENCECENTER, ERHVERVSDRIVENDE FOND;29159513;201912;DKK;100;14 937;-15 351;75 993;2,48;0;3,67;5,47;0,17;0;9,89
eBuilder AB;5566369640;201812;SEK;121;15 104;9 083;-156 517;-2,76;-17,12;-17,8;-8,7;3,1;-11,8;-11,04
FISCHE AS;988484946;201912;NOK;105;51 260;50 458;35 904;9,47;0;11,61;12,11;65,71;8,7;13,1
INTEL MOBILE COMMUNICATIONS DENMARK ApS;33163150;201912;DKK;200;28 191;243 121;326 514;-75,75;0;13,36;12,36;0,08;0;9,03
EJENDOMSMÆGLERAKTIESELSKABET POUL ERIK BECH;18215101;201912;DKK;100;10 168;-70 247;60 820;1,8;0;29,65;8,14;1,95;0;9,51
CURIDA HOLDING AS;915299679;201912;NOK;105;-27 679;31 105;-34 058;38,66;14,13;-32,03;-23,97;49,63;-26,48;-34,41
Karl Erik Elofsson Buss Aktiebolag;5563661940;201912;SEK;104;16 873;-1 797;5 662;-2,37;5,05;17,6;5;0,6;4,5;8,7
MSC Sweden AB;5565701868;201812;SEK;101;11 041;5 905;8 048;26,25;7,45;120,3;5,7;0,3;5,4;127,44
Nordic Road Services AB;5591859029;201912;SEK;195;-5 806;-45 306;30 749;0;0;-25,7;-3,9;0;-3,9;-41,82
LOUISIANA - FONDEN;21358010;201912;DKK;200;-771;-10 818;34 864;-1,31;0;13,31;-0,65;0,49;0;-1,19
MONARCH A/S;18068982;201909;DKK;100;18 424;93 591;113 292;-8,19;0;19,68;13,63;0,48;0;16,87
Smart Eye Aktiebolag (publ);5565758371;201912;SEK;104;-87 006;137 489;-251 693;-1,89;48,57;-42,2;-35,5;1,5;-37;-41,38
CENTER FOR FORMIDLING AF NATURVIDENSKAB OG MODERNE TEKNOLOGI (FOND);10455537;201912;DKK;100;16 319;-55 838;23 714;-78,01;0;1,5;1,59;4,01;0;38,06
APL NORWAY AS;966058013;201912;USD;170;6;6 786;-1 754;-13,14;9,68;-2,14;-0,1;28,73;-0,86;-0,34
Artificial Solutions International AB;5568402076;201912;SEK;106;-134 343;-217 285;-363 499;206,41;253,33;95,5;-178,8;17,8;-196,5;75,49
Toyota Material Handling Logistics Solutions AB;5566953245;201903;SEK;141;-144 904;111 502;111 777;0;0;-104,9;-69,8;0,3;-70,1;-104,78
ENTUR AS;917422575;201912;NOK;253;41 078;94 387;28 954;92,02;-1,17;8,05;5,82;30,54;4,3;19,05
Malmö Live Konserthus AB;5560037482;201912;SEK;147;-114 610;-7 755;19 458;-14,91;-0,68;-467,8;-62;0,2;-62,2;-389,61
WELLE AS;985553173;201904;NOK;280;9 317;2 491;-3 422;-9,02;0;-0,49;1,45;43,71;-2,06;1,55
SITEL DENMARK ApS;30554256;201912;DKK;100;3 225;52 284;49 209;-8,64;0;-6,35;1,39;3,13;0;5,76
SOFT BIDCO AS;921000367;201912;EUR;405;22 208;2 786;-28 463;363,69;0;-8,19;-2,93;40,03;-10,65;-3,19
ARWOS SERVICE A/S;32562531;201912;DKK;100;4 491;28 742;17 040;-1,57;0;0,25;3,38;6,36;0;24,83
AQUALISBRAEMAR ASA;913757424;201912;USD;230;358;35 440;18 165;51,42;101,75;19,11;-0,4;74,52;-4,63;-0,53
LAST LION HOLDCO AS;918124926;201912;USD;211;29 214;25 251;4 177;23,32;-4,09;6,99;14,77;5,95;5,88;22,17
Data Ductus Partners AB;5591762082;201912;SEK;0;-98;-1 758;1 046;0;0;-0,7;0;2;-2;-0,02
BILLUND AQUACULTURE;997511476;201912;DKK;129;-19 562;-23 632;-15 141;-22,07;0;-41,64;-14,14;28,44;-16,07;-28,14
SCANVAEGT SYSTEMS A/S;34113416;202004;DKK;100;2 775;50 891;73 823;49,89;0;9,16;1,82;0,48;0;2,6
